Publication Year;Title;Author;Venue;Included?;IC1;IC2;IC3;EC1;EC2;EC3;EC4;EC5;EC6;Source;Rationale;;
2006;Empirical long-term observation on the mobile Web update frequency;Yamakami, Toshihiko;2006 IFIP International Conference on Wireless and Optical Communications Networks, IEEE;No;;;;;;;;;;OriginalStudy;The author presents the current status of mobile Web in a long-term observation perspective. Not really focused on run-time characteristics of mobile web entities.;;
2017;Home» Eye-Tracking Analysis for User Interface Design of Shopping Mobile Web Application;Lieng, Lau King;International Journal of Advanced Engineering and Management ;No;;FALSO;;;;;;;;OriginalStudy;Not really about runtime characteristics of mobile web apps. More about the users that use these apps.;;
2018;A Large-scale Measurement Study of Mobile Web Security Through Traffic Monitoring;"Xiao, Shaoran; Wang, Fang; Ding, Jingtao; Li, Yong";2018 14th International Wireless Communications & Mobile Computing Conference (IWCMC), IEEE;No;;FALSO;;;;;;;;OriginalStudy;Does not report runtime characteristics of mobile web entities. They use Deep Packet Inspection(DPI) to examine traffic.;;
2017;Eye-Tracking Analysis for User Interface Design of Shopping Mobile Web Application;"Lieng, Lau King; Baharum, Aslina";;No;;;;;;;;;;OriginalStudy;DUPLICATE;;
2012;VulnerableMe: Measuring systemic weaknesses in mobile browser security;"Amrutkar, Chaitrali; Singh, Kapil; Verma, Arunabh; Traynor, Patrick";International Conference on Information Systems Security, Springer;No;;FALSO;;;;;;;;OriginalStudy;Reports no quantifiable data.;;
2019;Quality Analysis of Mobile Web Server;"Setiawan, EB; Setiyadi, A; Wahdiniwaty, R";IOP Conference Series: Materials Science and Engineering, IOP Publishing;No;;;FALSO;;;;;;;OriginalStudy;Focuses on quality of mobile web servers (web servers running on a mobile device).;;
2017;SaW: Video analysis in social media with Web-based mobile grid computing;"Zorrilla, Mikel; Flórez, Julián; Lafuente, Alberto; Martin, Angel; Montalban, Jon; Olaizola, Igor G; Tamayo, Inigo";IEEE Transactions on Mobile Computing, IEEE;No;FALSO;FALSO;;;;;;;;OriginalStudy;Reports no experiments of mobile web entities. Only evaluating of their proposed SaW system.;;
2014;Performance analysis of mobile web service provisioning on different mobile host;"Wagh, Kishor S; Thool, Ravindra C";2014 Annual IEEE India Conference (INDICON), IEEE;No;FALSO;FALSO;;;;;;;;OriginalStudy;"This paper deals  with the design and implements of a hybrid framework to provide alternative way to access Web services from non-Java mobile phones.
 No specific focus on mobile web apps (web services instead). Only reports experiments of mobile web hosts.";;
2016;A hardware and software Web-based environment for Energy Consumption analysis in mobile devices;"Carvalho, Sidartha AL; Lima, Rafael N; Cunha, Daniel C; Silva-Filho, Abel G";2016 IEEE 15th International Symposium on Network Computing and Applications (NCA);No;FALSO;;;;;;;;;OriginalStudy;"Presents a web-based platform which helps the designer to characterize mobile devices through
automated testing and multiple devices simultaneously.
Is not about doing experiments on mobile web entities.";;
2013;Making javascript better by making it even slower;"Swiech, Maciej; Dinda, Peter;";2013 IEEE 21st International Symposium on Modelling, Analysis and Simulation of Computer and Telecommunication Systems;No;;;;;;;;;VERO;OriginalStudy;"Authors developed a web proxy system, named JSSlow, that reduces power consumption by transcoding client-side JavaScript and injecting ""sleep"" invocations. 
Using this system they did various experiments.
Verdict: Experiments are not the main objective of this study, the web proxy is.";;
2017;Deconstructing the energy consumption of the mobile page load;"Cao, Yi; Nejati, Javad; Wajahat, Muhammad; Balasubramanian, Aruna; Gandhi, Anshul;";Proceedings of the ACM on Measurement and Analysis of Computing Systems;No;;;;;;;;;VERO;OriginalStudy;"Proposes RECON, a modeling approach that accurately estimates the energy consumption of any Web page load and deconstructs it into the energy contributions of individual page load activities.
Then does experiments to evaluate how accurate RECON is.
Verdict: Main focus is the modeling approach they propose. Experiments are just there to check its accuracy.";;
2016;Statistical analysis of energy consumption of mobile phones for web-based applications in Mauritius;"Fowdur, TP; Hurbungs, V; Beeharry, Y";2016 International Conference on Computer Communication and Informatics (ICCCI), IEEE;No;;;FALSO;;;;;;;OriginalStudy;" Does experiments on watching YouTube video, using Skype, Web browsing, File download, calls this web-based aplications
Verdict: Browser is just one of the apps that are tested. Not the main focus.";;
2012;An empirical energy model for secure Web browsing over mobile devices;"Sharafeddine, Sanaa; Arid, Amal El";Security and Communication Networks, Wiley Online Library;No;;;;;;;;;VERO;OriginalStudy;"Focuses primarily on developing an engery model for secure web browsing on mobile devices.
Only does experiments to validate this model. So the experiments are not the main objective of this study.";;
2009;Energy consumption in mobile phones: a measurement study and implications for network applications;"Balasubramanian, Niranjan; Balasubramanian, Aruna; Venkataramani, Arun;";Proceedings of the 9th ACM SIGCOMM Conference on Internet Measurement;No;FALSO;;;;;;;;;OriginalStudy;"Main objects of the study is not the energy consumption of web apps its : 3G, GSM, and WiFi.
Also propose a new technique TailFinder, a scheduling algo. They just do an experiment to evaluate the benefits of TailFinder for three different case study applications - email, news feeds, and web search. So web apps are not the main focus.";;
2017;An empirical analysis of energy consumption of cross-platform frameworks for mobile development;"Ciman, Matteo; Gaggi, Ombretta;";Pervasive and Mobile Computing;No;FALSO;;;;;;;;;OriginalStudy;"Main objective of the study is energy consumption of cross-platform mobile development platforms.  
One of which is a Web App, rest are hybrid apps, native app, cross compiled. So main objective is not focused on web apps.";;
2017;Optimise web browsing on heterogeneous mobile platforms: a machine learning based approach;"Ren, Jie; Gao, Ling; Wang, Hai; Wang, Zheng;";IEEE INFOCOM 2017-IEEE Conference on Computer Communications;No;;;;;;;;;VERO;OriginalStudy;"Main contribution is a new approach to render mobile web
workloads for performance and energy efficiency by using a machine learning based approach to predict which processor to use to run the web rendering engine and at
what frequencies the processors should operate. They only do an experiment to  We evaluate their approach. ";;
2017;Energy-aware Web Browsing on Heterogeneous Mobile Platforms;"Ren, Jie; Gao, Ling; Wang, Hai; Wang, Zheng;";arXiv preprint arXiv:1710.03559;No;Duplicate;;;;;;;;;OriginalStudy;"Is a duplicate of ""Energy-aware Web Browsing on Heterogeneous Mobile Platforms"" 
only with different title and it looks like some paragraphs are removed. 
Rest of text is completely the same.";;
2016;Characterizing power saving for device-to-device browser cache cooperation;"Zarepour, Eisa; Abd Karim, Abdul Alim; Sharma, Ajay; Hassan, Mahbub; Seneviratne, Aruna;";Journal of Network and Computer Applications;No;;;;;;;;;VERO;OriginalStudy;"They assume that smartphone browsing power consumption can be reduced by  by downloading a page from the browser 
cache of a proximate device over the short-range low-power non-cellular device-to-device (D2D) wireless link, such as Bluetooth. 
To test this they created a Device power saving model and tested this using an Android-based cooperative browser prototype. 
They then experimentally characterizes the power saving opportunity of such D2D cache cooperation. ";;
2019;Optimizing Energy Efficiency of Browsers in Energy-Aware Scheduling-enabled Mobile Devices;"Choi, Yonghun; Park, Seonghoon; Cha, Hojung;";The 25th Annual International Conference on Mobile Computing and Networking;No;;;;;;;;;VERO;OriginalStudy;"Authors first do experiments to analyze the characteristics of web browsers, and
investigate the cause of energy inefficiency in EAS (energy aware scheduling)-enabled mobile devices. 
Then they propose WebTune, a system to improve the energy efficiency of mobile
browsers that uses reinforcement learning technique.
Webtune is then evaluated and using Alexa’s top 200
websites.  
Verdicht: Main contribution are not really the experiments, its the Webtune system.";;
2015;Web for Wearables: Lessons learned from Google Glass;"Chauhan, Jagmohan; Kaafar, Mohamed Ali; Mahanti, Anirban;";CoRR;No;Duplicate;;;;;;;;;OriginalStudy;"Is bascially a duplicate of ""The Web for Underpowered Mobile Devices: Lessons Learned from Google Glass"".
Plots are the same, title is different. T
ext is almost the same with some small changes.";;
2020;Camel: Smart, adaptive energy optimization for mobile web interactions;"Ren, Jie; Yuan, Lu; Nurmi, Petteri; Wang, Xiaoming; Ma, Miao; Gao, Ling; Tang, Zhanyong; Zheng, Jie; Wang, Zheng;";IEEE INFOCOM 2020-IEEE Conference on Computer Communications;No;;;;;;;;;VERO;OriginalStudy;"The authors propsose CAMEL, an energy optimization system for mobile web interactions. 
It uses machine learning techniques to develop a smart, adaptive scheme
to judiciously trade performance for reduced power consumption. 

To evaluate it they apply CAMEL to Chromium apply
and run it on four distinct mobile systems on 1,000 testing webpages and 30 users.
Thus: experiment is not the main objective of the paper.";;
2018;OnNetwork+ Network Delay-Aware Management for Mobile Systems;"Kim, Hyeonggyu; Ju, Minho; Kim, Soontae;";ACM Transactions on Embedded Computing Systems (TECS);No;;;;;;;;;VERO;OriginalStudy;"Authors propose a method for reducing the energy consumption by
lowering the performance level by exploiting a dynamic voltage and 
frequency scaling mechanism when long network delays are expected.
To evaluate their proposed scheme they conduct an experiment on websites on mobile devices.
Thus: experiment is not the main objective of the paper.";;
2014;Reducing power consumption in android applications;"Singhai, Amit; Bose, Joy; Yendeti, Nagaraju;";2014 IEEE International Advance Computing Conference (IACC);No;;;FALSO;;;;;;VERO;OriginalStudy;"Proposes a software based approaches to reduce the power
consumption of a mobile device running an Android application.
They then offer different scenarios and present various experiments to measure the power consumption
for every scenario. One of the apps they test is a browser. 
So main focus is not on doing experiments and also not 
focused on mobile web apps.";;
2017;Optimizing general-purpose cpus for energy-efficient mobile web computing;"Zhu, Yuhao; Reddi, Vijay Janapa;";ACM Transactions on Computer Systems (TOCS);No;;;;;;;;;VERO;OriginalStudy;"Authors propose to combine hardware customization and
specialization techniques to improve the performance and energy
efficiency of mobile web application (the Style Resolution Unit and the Browser Engine Cache.
To evaluate their techniques to do experiments.
Thus: experiments are not the main focus of the study.";;
2018;i-Jacob: An internetware-oriented approach to optimizing computation-intensive mobile web browsing;"Liu, Xuanzhe; Yu, Meihua; Ma, Yun; Huang, Gang; Mei, Hong; Liu, Yunxin;";ACM Transactions on Internet Technology (TOIT);No;;;;;;;;;VERO;OriginalStudy;"They propose effective JavaScript-code offloading: a programming abstraction to make mobile Web situational and adaptive to contexts, by specifying the computation-intensive and “ offloadable ” code, and develops a platform-independent lightweight runtime spanning the mobile devices and the cloud. 

To show its efficiency they do several experiments. 
Thus: Main focus is on their developed technique, not the experiments.";;
2013;AppMobiCloud: improving mobile web applications by mobile-cloud convergence;"Wang, Xudong; Liu, Xuanzhe; Huang, Gang; Liu, Yunxin;";Proceedings of the 5th Asia-Pacific Symposium on Internetware;No;;;;;;;;;VERO;OriginalStudy;"Authors propose the AppMobiCloud system 
for improving mobile web applications by leveraging the mobile-cloud convergence. 
To evaluate their aproach they ran several experiments.
Thus: experiments are not the main objective of the study.";;
2016;Energy consumption and privacy in mobile Web browsing: Individual issues and connected solutions;"D’Ambrosio, Salvatore; De Pasquale, Salvatore; Iannone, Gerardo; Malandrino, Delfina; Negro, Alberto; Patimo, Giovanni; Scarano, Vittorio; Spinelli, Raffaele;";Sustainable Computing: Informatics and Systems;No;;;;;;;;;;OriginalStudy;"Is basically a duplicate of ""Privacy as a proxy for Green Web browsing: Methodology and experimentation""";;
2015;Javascript offloading for web applications in mobile-cloud computing;"Yu, Meihua; Huang, Gang; Wang, Xudong; Zhang, Ying; Chen, Xiangqun;";2015 IEEE International Conference on Mobile Services;No;;;;;;;;;VERO;OriginalStudy;"Looks llike the same system proposed in ""i-Jacob: An internetware-oriented approach to optimizing computation-intensive mobile web browsing"". Also same thing: technique is proposed and experiments are used to evaluate their tedhnique.
Thus experiment is not the main objective of this study.";;
2018;Phase-aware web browser power management on hmp platforms;"Peters, Nadja; Park, Sangyoung; Clifford, Daniel; Kyostila, Sami; Mcllroy, R; Meurer, Benedikt; Payer, Hannes; Chakraborty, Samarjit;";Proceedings of the 2018 International Conference on Supercomputing;No;;;;;;;;;VERO;OriginalStudy;"Authors propose  a power manager that takes into account the internal state of a browser
To evaluate their manager they run several experiments.
Thus: experiments are not the main objective of this study.";;
